record_timestamp,01.csvCHW.FLOW,01.csvCHWR.TEMP.1,01.csvCHWS.TEMP.1,01.csvCWR.TEMP.1,01.csvCWS.TEMP.1,01CoolingLoad,01cop
2019-10-03 17:55:00+00:00,82.7231,11.7024,6.87994,28.0037,30.3639,1675.501131,7.284787528
2019-10-03 18:00:00+00:00,78.7654,11.7624,6.95995,27.8437,30.0839,1588.72096,7.254433607
2019-10-03 18:05:00+00:00,63.6374,11.7824,6.87994,27.6837,29.5439,1310.315194,6.719565095
2019-10-03 18:10:00+00:00,63.6929,11.5824,4.87979,27.5837,30.4039,1793.016408,6.016833582
2019-10-03 18:15:00+00:00,83.1299,11.9025,6.59992,27.1037,29.7439,1851.37237,7.495434695
2019-10-03 18:20:00+00:00,82.1128,11.9425,6.89995,26.9437,29.3639,1739.043178,7.763585618
2019-10-03 18:25:00+00:00,77.1749,11.7624,7.09996,27.4037,29.5039,1511.258031,7.230899671
2019-10-03 18:30:00+00:00,77.1564,11.6624,6.79994,27.4237,29.6039,1575.713617,7.39771651
2019-10-03 18:35:00+00:00,88.6226,11.9025,7.11996,27.5237,30.0039,1780.132743,7.672985963
2019-10-03 18:40:00+00:00,95.0585,11.9025,7.11996,27.5637,30.1639,1909.40853,8.056576076
2019-10-03 18:45:00+00:00,98.9422,11.4424,7.13997,27.8837,30.0039,1787.905936,8.354700636
2019-10-03 18:50:00+00:00,93.9673,11.5624,6.61992,27.9437,30.704,1950.612304,7.649460015
2019-10-03 18:55:00+00:00,102.53,10.9624,7.15997,28.0037,30.2239,1637.425221,7.545738346
2019-10-03 19:00:00+00:00,100.052,10.6424,6.97995,28.0037,30.0439,1539.028879,7.399177303
2019-10-03 19:05:00+00:00,62.6942,10.6224,8.8801,28.0037,28.3638,458.7748396,4.208943482
2019-10-03 19:10:00+00:00,79.912,9.56227,6.41991,27.8037,29.1838,1054.671544,5.380977264
2019-10-03 19:15:00+00:00,62.7867,10.2223,6.23989,27.4237,28.8238,1050.178004,5.330852813
2019-10-03 19:20:00+00:00,68.1684,9.58228,7.80002,27.1437,27.7437,510.2740129,3.724627831
2019-10-03 19:25:00+00:00,59.9016,9.78229,9.60016,26.8637,26.7236,45.82148931,45.82148931
2019-10-04 08:20:00+00:00,200.88,13.7626,9.74017,28.3238,31.9441,3393.708101,9.894192715
2019-10-05 17:30:00+00:00,74.031,9.76229,9.84018,27.4237,27.1037,24.21835328,6.05458832
2019-10-08 08:15:00+00:00,191.966,14.2826,10.9803,28.7838,31.544,2662.503152,8.875010505
2019-10-08 08:20:00+00:00,146.786,13.8626,8.06004,28.8438,33.6642,3577.285203,6.480589136
2019-10-08 08:25:00+00:00,131.584,13.4026,6.99995,29.7239,34.1642,3538.44245,6.240639241
2019-10-08 08:30:00+00:00,126.738,12.0825,6.93995,30.3639,33.6842,2737.377308,6.91256896
2019-10-08 08:35:00+00:00,135.301,11.7224,6.93995,30.3239,34.3643,2717.695123,6.794237808
2019-10-08 08:40:00+00:00,135.246,11.6424,6.95995,30.564,34.5843,2659.787057,6.785171065
2019-10-08 08:45:00+00:00,132.915,11.4224,6.95995,30.4639,34.2842,2491.131475,6.787824184
2019-10-08 08:50:00+00:00,134.044,11.4224,6.95995,30.3039,34.1042,2512.291521,6.95925629
2019-10-08 08:55:00+00:00,130.567,11.3824,6.95995,30.1239,33.8442,2425.189322,6.870224709
2019-10-08 09:00:00+00:00,129.18,11.2824,6.95995,29.9039,33.5642,2345.171182,6.837233767
2019-10-08 09:05:00+00:00,131.861,11.2424,6.97995,29.8639,33.4442,2360.613862,7.004788907
2019-10-08 09:10:00+00:00,129.79,11.2424,6.95995,29.6639,33.0841,2334.440579,7.160860672
2019-10-08 09:15:00+00:00,127.293,11.2624,6.93995,29.5439,33.0441,2310.914037,7.110504729
2019-10-08 09:20:00+00:00,125.351,11.2424,6.93995,29.5039,32.9441,2265.128922,6.991138648
2019-10-08 09:25:00+00:00,125.204,11.2424,6.93995,29.4439,32.8841,2262.472589,7.182452664
2019-10-08 09:30:00+00:00,120.728,11.2624,6.91995,29.2838,32.7241,2201.872275,6.967950238
2019-10-08 09:35:00+00:00,118.879,11.3224,6.97995,29.3239,32.7041,2168.149677,6.904935277
2019-10-08 09:40:00+00:00,123.021,11.3024,7.05996,29.3239,32.7041,2192.018687,7.093911609
2019-10-08 09:45:00+00:00,122.744,11.2824,7.01995,29.3038,32.6641,2197.398684,7.18104145
2019-10-08 09:50:00+00:00,119.082,11.2424,6.95995,29.2838,32.5641,2141.843386,7.045537453
2019-10-08 09:55:00+00:00,118.971,11.2824,7.01995,29.2838,32.5841,2129.853344,7.07592473
2019-10-08 10:00:00+00:00,116.53,11.2424,6.97995,29.1838,32.4441,2086.153854,6.97710319
2019-10-08 10:05:00+00:00,115.735,11.2424,7.01995,29.1838,32.4441,2052.478053,6.957552723
2019-10-08 10:10:00+00:00,115.624,11.3024,7.01995,29.1438,32.3841,2079.646795,7.073628554
2019-10-08 10:15:00+00:00,113.145,11.3424,7.01995,29.0638,32.2641,2054.067142,7.15702837
2019-10-08 10:20:00+00:00,115.846,11.3824,7.01995,29.0838,32.3241,2122.564007,7.170824349
2019-10-08 10:25:00+00:00,114.477,11.3024,7.01995,29.1438,32.3441,2059.01652,7.075658145
2019-10-08 10:30:00+00:00,114.496,11.2624,6.97995,29.1438,32.2841,2059.35826,7.101235379
2019-10-08 10:35:00+00:00,110.667,11.2624,7.01995,29.0438,32.1841,1971.896699,6.943298237
2019-10-08 10:40:00+00:00,108.762,11.2424,6.91995,29.0238,32.1641,1974.496889,6.952453834
2019-10-08 10:45:00+00:00,108.855,11.3224,6.99995,29.0038,32.1241,1976.185238,6.933983291
2019-10-10 16:15:00+00:00,77.8777,11.7024,7.01995,27.8037,30.3639,1531.565433,6.355043289
2019-10-10 16:20:00+00:00,77.5818,11.8425,6.95995,27.9437,30.5439,1590.947474,6.547108946
